class,cap-shape,cap-surface,cap-color,bruises,gill-color,stalk-shape,stalk-color-above-ring,stalk-color-below-ring,veil-color,ring-number,ring-type,spore-print-color,population,habitat
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,gray,no,pink,enlarging,buff,brown,white,one,large,chocolate,several,woods
poisonous,convex,scaly,yellow,no,gray,enlarging,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,scaly,gray,no,pink,enlarging,buff,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
edible, knobbed,scaly,buff,bruises,red,enlarging,red,white,white,two,evanescent,white,clustered,waste
edible,flat,scaly,buff,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,scaly,yellow,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,several,paths
poisonous,convex,smooth,white,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,convex,fibrous,yellow,no,pink,enlarging,buff,brown,white,one,large,chocolate,several,paths
poisonous,convex,scaly,gray,no,pink,enlarging,buff,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,smooth,white,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,smooth,buff,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,white,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,flat,scaly,gray,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,several,paths
edible,convex,scaly,white,no,purple,enlarging,white,white,white,one,flaring,chocolate,solitary,woods
edible,convex,smooth,red,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,several,grasses
poisonous,convex,scaly,brown,no,buff,tapering,pink,white,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,gray,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,paths
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,buff,brown,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,solitary,woods
edible,flat,fibrous,red,bruises,brown,tapering,gray,white,white,one,pendant,brown,solitary,woods
poisonous,convex,scaly,yellow,no,pink,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,gray,enlarging,brown,buff,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,gray,no,gray,enlarging,buff,pink,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,convex,fibrous,yellow,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,paths
poisonous, knobbed,fibrous,yellow,no,white,enlarging,white,brown,white,one,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,brown,buff,white,one,large,chocolate,solitary,grasses
edible, knobbed,fibrous,cinnamon,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
poisonous,flat,fibrous,gray,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,paths
poisonous,flat,scaly,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,gray,enlarging,buff,buff,white,one,large,chocolate,several,woods
poisonous,convex,scaly,gray,no,pink,enlarging,pink,buff,white,one,large,chocolate,several,paths
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,pink,pink,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,several,woods
poisonous,convex,fibrous,yellow,no,pink,enlarging,brown,brown,white,one,large,chocolate,solitary,woods
poisonous,flat,fibrous,yellow,no,pink,enlarging,brown,brown,white,one,large,chocolate,several,paths
poisonous,convex,scaly,yellow,no,gray,enlarging,brown,buff,white,one,large,chocolate,solitary,woods
poisonous,bell,scaly,pink,bruises,white,enlarging,white,white,white,two,pendant,green,several,grasses
edible, knobbed,scaly,pink,bruises,red,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,yellow,no,gray,enlarging,buff,buff,white,one,large,chocolate,several,paths
poisonous,convex,fibrous,yellow,no,pink,enlarging,pink,pink,white,one,large,chocolate,several,grasses
edible, knobbed,scaly,buff,bruises,red,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,pink,enlarging,brown,brown,white,one,large,chocolate,solitary,woods
poisonous,convex,smooth,white,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,flat,grooves,white,bruises,white,enlarging,white,white,white,one,pendant,white,clustered,leaves
poisonous,convex,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,several,urban
edible,flat,scaly,cinnamon,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,pink,enlarging,pink,buff,white,one,large,chocolate,solitary,grasses
poisonous,flat,scaly,yellow,no,gray,enlarging,buff,pink,white,one,large,chocolate,several,woods
poisonous,flat,scaly,yellow,no,pink,enlarging,buff,pink,white,one,large,chocolate,solitary,paths
edible,flat,scaly,pink,bruises,white,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,convex,smooth,gray,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
edible, knobbed,scaly,cinnamon,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,white,bruises,white,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,convex,smooth,white,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,flat,smooth,buff,bruises,pink,tapering,white,white,white,one,pendant,chocolate,several,grasses
edible, knobbed,scaly,cinnamon,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,gray,enlarging,brown,brown,white,one,large,chocolate,several,woods
poisonous,flat,smooth,white,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,gray,bruises,white,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,conical,grooves,white,bruises,white,enlarging,white,white,white,one,pendant,white,clustered,leaves
poisonous,convex,smooth,gray,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,bell,grooves,white,bruises,white,enlarging,white,white,white,one,pendant,white,clustered,leaves
poisonous,convex,smooth,buff,bruises,pink,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,white,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,scattered,urban
poisonous,bell,fibrous,yellow,no,white,enlarging,white,yellow,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,woods
edible, knobbed,smooth,brown,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
edible, knobbed,scaly,buff,bruises,white,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,white,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,white,enlarging,white,white,white,two,pendant,green,several,meadows
poisonous,flat,scaly,yellow,no,pink,enlarging,buff,buff,white,one,large,chocolate,solitary,paths
poisonous,convex,scaly,gray,no,pink,enlarging,pink,brown,white,one,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,bruises, green,enlarging,white,white,white,two,pendant,green,several,grasses
poisonous,convex,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,convex,scaly,red,no,buff,tapering,pink,pink,white,one,evanescent,white,several,paths
poisonous,flat,fibrous,gray,no,pink,enlarging,buff,buff,white,one,large,chocolate,solitary,woods
edible,convex,smooth,red,bruises,red,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,no,buff,tapering,pink,pink,white,one,evanescent,white,several,leaves
poisonous,convex,fibrous,yellow,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,grasses
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible,flat,fibrous,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,paths
edible,convex,smooth,buff,bruises,red,enlarging,red,red,white,two,evanescent,white,clustered,waste
edible,flat,scaly,brown,bruises,white,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,gray,enlarging,pink,buff,white,one,large,chocolate,solitary,paths
poisonous,flat,scaly,buff,bruises, green,enlarging,white,white,white,two,pendant,green,several,meadows
poisonous,convex,scaly,brown,no,white,enlarging,white,yellow,white,one,evanescent,white,several,woods
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,smooth,buff,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,solitary,paths
poisonous,flat,smooth,gray,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,leaves
poisonous,convex,smooth,buff,bruises,pink,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,fibrous,brown,no,white,enlarging,white,yellow,white,one,evanescent,white,several,woods
edible,convex,scaly,red,bruises,white,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,smooth,white,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
edible, knobbed,scaly,red,bruises,white,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,convex,fibrous,yellow,no,pink,enlarging,brown,pink,white,one,large,chocolate,solitary,paths
poisonous,convex,fibrous,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,woods
edible,convex,scaly,brown,bruises,red,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,gray,no,pink,enlarging,pink,pink,white,one,large,chocolate,solitary,grasses
poisonous,flat,smooth,buff,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,smooth,buff,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,flat,scaly,yellow,no,chocolate,enlarging,buff,pink,white,one,large,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,several,woods
edible,convex,smooth,pink,bruises,white,enlarging,white,white,white,two,evanescent,white,clustered,waste
edible,flat,smooth,pink,bruises,red,enlarging,red,red,white,two,evanescent,white,clustered,waste
poisonous,bell,scaly,white,bruises, green,enlarging,white,white,white,two,pendant,green,several,grasses
edible,convex,scaly,cinnamon,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
edible,flat,smooth,brown,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,smooth,buff,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,convex,smooth,gray,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,grasses
poisonous,flat,scaly,yellow,no,gray,enlarging,buff,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,smooth,buff,bruises,white,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,convex,smooth,white,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
edible,flat,scaly,cinnamon,no,white,enlarging,white,brown,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,red,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,brown,pink,white,one,large,chocolate,solitary,woods
edible,convex,scaly,white,no,chocolate,enlarging,white,white,white,one,flaring,chocolate,several,woods
poisonous,convex,scaly,yellow,no,pink,enlarging,buff,pink,white,one,large,chocolate,several,paths
poisonous,flat,scaly,pink,bruises,white,enlarging,white,white,white,two,pendant,green,several,grasses
poisonous,flat,smooth,gray,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,several,urban
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,woods
edible, knobbed,smooth,pink,bruises,white,enlarging,red,white,white,two,evanescent,white,clustered,waste
poisonous,convex,scaly,brown,no,buff,tapering,white,pink,white,one,evanescent,white,several,leaves
poisonous,convex,scaly,gray,no,gray,enlarging,brown,buff,white,one,large,chocolate,several,paths
poisonous,flat,smooth,buff,bruises,chocolate,tapering,white,white,white,one,pendant,chocolate,scattered,urban
edible, knobbed,scaly,pink,bruises,red,enlarging,white,red,white,two,evanescent,white,clustered,waste
poisonous,convex,fibrous,yellow,no,chocolate,enlarging,pink,buff,white,one,large,chocolate,several,paths
poisonous,flat,scaly,gray,no,gray,enlarging,brown,brown,white,one,large,chocolate,several,grasses
poisonous,flat,fibrous,gray,no,gray,enlarging,brown,pink,white,one,large,chocolate,solitary,woods
poisonous,convex,smooth,buff,bruises,pink,tapering,white,white,white,one,pendant,chocolate,scattered,grasses
poisonous,convex,scaly,brown,no,buff,tapering,white,white,white,one,evanescent,white,several,paths
poisonous,convex,scaly,yellow,no,pink,enlarging,pink,pink,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,yellow,no,chocolate,enlarging,brown,brown,white,one,large,chocolate,several,woods
poisonous,flat,fibrous,brown,no,white,enlarging,white,brown,white,one,evanescent,white,several,woods
edible, knobbed,smooth,buff,bruises,white,enlarging,white,white,white,two,evanescent,white,clustered,waste
poisonous,flat,scaly,yellow,no,chocolate,enlarging,pink,brown,white,one,large,chocolate,several,grasses
